Id;Location;Address;CreationDate;ReleaseVersion;InstallerId;Status;LastMaintenance;TerminalType;SoftwareVersion;IpAddress;OperatingSystem;SimCard
5552;Balatonalmádi;Dózsa György utca 32;2019. 09. 20. 0:00:00;v6.8;20;-;2021. 02. 20. 0:00:00;ATM;Soft 4.8;192.168.174.234;Windows;492609458
5553;Szekszárd;Madách utca 53;2019. 06. 18. 0:00:00;v6.3;17;-;2020. 09. 18. 0:00:00;ATM;Soft 3.8;192.168.251.198;Windows;171012295
5554;Kecskemét;Arany János utca 20;2015. 07. 04. 0:00:00;v4.6;13;-;2015. 12. 04. 0:00:00;ATM;Soft 4.7;192.168.111.131;Windows;144301704
5555;Füzesabony;Tavasz utca 46;2023. 04. 18. 0:00:00;v7.1;16;aktív;2025. 03. 18. 0:00:00;ATM;Soft 4.5;192.168.185.181;Windows;683672528
5556;Kiskunfélegyháza;Rét utca 64;2015. 06. 06. 0:00:00;v2.3;18;aktív;2016. 06. 06. 0:00:00;ATM;Soft 4.7;192.168.135.238;Windows;533560622
5557;Kecskemét;Honvéd utca 24;2023. 07. 12. 0:00:00;v1.0;20;-;2024. 08. 12. 0:00:00;ATM;Soft 3.1;192.168.42.224;Windows;286174681
5558;Körmend;Szabadság utca 10;2016. 01. 25. 0:00:00;v5.4;15;aktív;2017. 06. 25. 0:00:00;ATM;Soft 1.3;192.168.140.205;Windows;588916410
5559;Szolnok;Alkotmány utca 56;2015. 01. 03. 0:00:00;v6.9;20;-;2015. 06. 03. 0:00:00;ATM;Soft 1.8;192.168.190.23;Windows;585889710
5560;Tapolca;Madách utca 12;2022. 11. 26. 0:00:00;v6.4;13;raktárban;2022. 12. 26. 0:00:00;ATM;Soft 3.4;192.168.99.179;Windows;323507832
5561;Győr;Mátyás király utca 78;2023. 03. 16. 0:00:00;v4.6;12;raktárban;2024. 02. 16. 0:00:00;ATM;Soft 4.1;192.168.248.145;Windows;600788245
5562;Cegléd;Sport utca 2;2021. 11. 03. 0:00:00;v4.3;12;aktív;2021. 12. 03. 0:00:00;ATM;Soft 4.5;192.168.151.110;Windows;716449692
5563;Kecskemét;Akácfa utca 53;2020. 08. 26. 0:00:00;v3.1;14;aktív;2021. 05. 26. 0:00:00;ATM;Soft 4.3;192.168.105.69;Windows;463798770
5564;Győr;Kossuth utca 7;2021. 04. 03. 0:00:00;v6.1;14;-;2021. 07. 03. 0:00:00;ATM;Soft 1.2;192.168.254.212;Windows;145429031
5565;Miskolc;Gyöngyvirág utca 24;2016. 12. 22. 0:00:00;v1.1;15;-;2018. 05. 22. 0:00:00;ATM;Soft 3.4;192.168.239.106;Windows;828058089
5566;Tata;Bem utca 20;2018. 07. 24. 0:00:00;v6.6;15;aktív;2018. 08. 24. 0:00:00;ATM;Soft 2.9;192.168.240.54;Windows;956051304
5567;Dunakeszi;Hunyadi utca 58;2023. 02. 22. 0:00:00;v4.5;18;-;2023. 09. 22. 0:00:00;ATM;Soft 1.6;192.168.30.172;Windows;388139185
5568;Szigetszentmiklós;Szőlő utca 69;2019. 04. 15. 0:00:00;v6.1;14;-;2020. 11. 15. 0:00:00;ATM;Soft 2.9;192.168.232.224;Windows;616584162
5569;Jászberény;Tavasz utca 3;2022. 04. 07. 0:00:00;v7.3;20;-;2022. 06. 07. 0:00:00;ATM;Soft 3.2;192.168.34.201;Windows;106670377
5570;Makó;Közép utca 53;2021. 07. 02. 0:00:00;v6.0;18;aktív;2022. 03. 02. 0:00:00;ATM;Soft 2.5;192.168.84.220;Windows;457098534
5571;Körmend;Erkel Ferenc utca 14;2016. 01. 25. 0:00:00;v2.6;20;raktárban;2017. 09. 25. 0:00:00;ATM;Soft 1.3;192.168.64.101;Windows;926388522
5572;Füzesabony;Gyöngyvirág utca 27;2019. 10. 09. 0:00:00;v6.5;17;aktív;2020. 12. 09. 0:00:00;ATM;Soft 3.5;192.168.73.173;Windows;388885334
5573;Tiszafüred;Hunyadi utca 26;2015. 01. 13. 0:00:00;v8.6;19;raktárban;2015. 08. 13. 0:00:00;ATM;Soft 2.9;192.168.236.160;Windows;994524782
5574;Gödöllő;Rét utca 16;2017. 05. 12. 0:00:00;v3.2;14;aktív;2018. 10. 12. 0:00:00;ATM;Soft 2.0;192.168.12.229;Windows;918579644
5575;Zirc;Kossuth tér 81;2015. 08. 25. 0:00:00;v4.8;15;-;2017. 05. 25. 0:00:00;ATM;Soft 4.7;192.168.151.38;Windows;548172655
5576;Tiszaújváros;Fő utca 62;2018. 02. 17. 0:00:00;v7.3;19;aktív;2019. 06. 17. 0:00:00;ATM;Soft 1.8;192.168.110.127;Windows;302147219
5577;Budapest;Tavasz utca 59;2020. 07. 01. 0:00:00;v2.2;12;aktív;2022. 05. 01. 0:00:00;ATM;Soft 4.6;192.168.124.110;Windows;604949539
5578;Kecskemét;Hunyadi utca 10;2021. 01. 05. 0:00:00;v1.5;12;-;2022. 09. 05. 0:00:00;ATM;Soft 3.7;192.168.29.242;Windows;382325923
5579;Szekszárd;Kossuth utca 25;2021. 08. 12. 0:00:00;v4.3;17;aktív;2022. 01. 12. 0:00:00;ATM;Soft 4.0;192.168.79.73;Windows;616695575
5580;Kiskunfélegyháza;Széchenyi utca 56;2021. 03. 05. 0:00:00;v8.1;19;aktív;2021. 06. 05. 0:00:00;ATM;Soft 2.6;192.168.143.124;Windows;764583378
5581;Hajdúszoboszló;Tavasz utca 39;2017. 09. 25. 0:00:00;v6.4;17;-;2019. 06. 25. 0:00:00;ATM;Soft 3.0;192.168.174.64;Windows;341650233
5582;Szolnok;Szőlő utca 35;2017. 05. 13. 0:00:00;v2.7;14;-;2018. 05. 13. 0:00:00;ATM;Soft 1.0;192.168.68.25;Windows;911974828
5583;Tolna;Széchenyi utca 19;2019. 06. 03. 0:00:00;v4.6;13;-;2020. 10. 03. 0:00:00;ATM;Soft 3.1;192.168.209.143;Windows;419818343
5584;Gyömrő;Közép utca 70;2023. 08. 13. 0:00:00;v9.8;15;aktív;2024. 10. 13. 0:00:00;ATM;Soft 1.0;192.168.199.4;Windows;529490008
5585;Zirc;Jókai utca 24;2021. 09. 12. 0:00:00;v4.1;13;raktárban;2023. 03. 12. 0:00:00;ATM;Soft 2.5;192.168.176.13;Windows;718554110
5586;Jászapáti;Rákóczi utca 61;2020. 10. 15. 0:00:00;v7.5;18;raktárban;2022. 06. 15. 0:00:00;ATM;Soft 4.6;192.168.204.78;Windows;161260609
5587;Jászberény;Zrínyi utca 32;2024. 05. 30. 0:00:00;v1.4;15;-;2026. 02. 28. 0:00:00;ATM;Soft 4.0;192.168.108.213;Windows;817055533
5588;Lenti;Deák Ferenc utca 59;2018. 06. 06. 0:00:00;v2.0;19;-;2019. 01. 06. 0:00:00;ATM;Soft 4.3;192.168.248.111;Windows;389934749
5589;Baja;Vörösmarty utca 65;2023. 02. 27. 0:00:00;v5.4;15;raktárban;2023. 09. 27. 0:00:00;ATM;Soft 3.4;192.168.111.135;Windows;570445627
5590;Gyöngyös;Nyár utca 78;2015. 10. 19. 0:00:00;v1.1;18;raktárban;2017. 07. 19. 0:00:00;ATM;Soft 4.3;192.168.59.152;Windows;581922466
5591;Szentgotthárd;Új utca 78;2019. 11. 03. 0:00:00;v4.3;16;aktív;2021. 04. 03. 0:00:00;ATM;Soft 1.0;192.168.64.20;Windows;568456714
5592;Tolna;Kert utca 50;2024. 04. 13. 0:00:00;v9.1;19;raktárban;2025. 06. 13. 0:00:00;ATM;Soft 3.2;192.168.129.207;Windows;354814971
5593;Szentgotthárd;Közép utca 42;2019. 01. 04. 0:00:00;v1.4;14;-;2020. 12. 04. 0:00:00;ATM;Soft 3.8;192.168.132.64;Windows;151982421
5594;Székesfehérvár;Petőfi utca 81;2016. 03. 06. 0:00:00;v5.5;12;aktív;2017. 03. 06. 0:00:00;ATM;Soft 1.3;192.168.103.228;Windows;443516811
5595;Kecskemét;Madách utca 94;2015. 07. 18. 0:00:00;v3.2;18;aktív;2015. 10. 18. 0:00:00;ATM;Soft 3.8;192.168.75.192;Windows;151750691
5596;Gyömrő;Tavaszmező utca 55;2018. 04. 12. 0:00:00;v6.9;18;aktív;2019. 12. 12. 0:00:00;ATM;Soft 1.8;192.168.200.156;Windows;712629956
5597;Nagykáta;Alkotmány utca 77;2020. 10. 01. 0:00:00;v4.0;16;aktív;2022. 02. 01. 0:00:00;ATM;Soft 2.4;192.168.7.152;Windows;661586243
5598;Baja;Orgona utca 93;2020. 02. 22. 0:00:00;v2.5;15;-;2021. 01. 22. 0:00:00;ATM;Soft 3.1;192.168.247.221;Windows;767442295
5599;Budaörs;Hunyadi utca 52;2015. 01. 05. 0:00:00;v9.1;15;raktárban;2016. 03. 05. 0:00:00;ATM;Soft 2.8;192.168.89.250;Windows;522099925
5600;Sárvár;Szabadság utca 40;2019. 09. 30. 0:00:00;v4.5;18;-;2021. 07. 30. 0:00:00;ATM;Soft 3.1;192.168.236.139;Windows;689134716
5601;Komárom;Temető utca 22;2017. 09. 05. 0:00:00;v6.8;18;-;2018. 12. 05. 0:00:00;ATM;Soft 3.3;192.168.34.88;Windows;544540567
5602;Pilisvörösvár;Bartók Béla utca 4;2024. 04. 07. 0:00:00;v7.5;16;raktárban;2025. 08. 07. 0:00:00;ATM;Soft 1.1;192.168.16.55;Windows;790618554
5603;Kiskunhalas;Ady Endre utca 80;2021. 08. 30. 0:00:00;v1.5;16;-;2022. 04. 30. 0:00:00;ATM;Soft 4.1;192.168.97.6;Windows;303113828
5604;Hatvan;Temető utca 83;2021. 10. 16. 0:00:00;v9.2;13;raktárban;2023. 07. 16. 0:00:00;ATM;Soft 3.5;192.168.231.203;Windows;493491134
5605;Hajdúböszörmény;Erkel Ferenc utca 96;2015. 04. 29. 0:00:00;v1.1;12;aktív;2017. 01. 29. 0:00:00;ATM;Soft 2.5;192.168.212.233;Windows;319725824
5606;Dabas;Munkás utca 19;2024. 08. 14. 0:00:00;v9.6;20;-;2025. 07. 14. 0:00:00;ATM;Soft 1.2;192.168.219.138;Windows;291715734
5607;Tata;Dózsa György utca 87;2022. 11. 17. 0:00:00;v5.9;19;-;2024. 02. 17. 0:00:00;ATM;Soft 2.4;192.168.88.219;Windows;180842738
5608;Cegléd;Sport utca 34;2016. 11. 04. 0:00:00;v6.0;19;aktív;2018. 03. 04. 0:00:00;ATM;Soft 3.2;192.168.181.170;Windows;672291310
5609;Esztergom;Szőlő utca 97;2017. 11. 10. 0:00:00;v7.1;16;raktárban;2019. 08. 10. 0:00:00;ATM;Soft 2.9;192.168.2.141;Windows;146515732
5610;Gárdony;Kossuth utca 61;2017. 09. 19. 0:00:00;v4.8;13;-;2019. 05. 19. 0:00:00;ATM;Soft 2.9;192.168.31.219;Windows;661467375
5611;Kaba;Madách utca 54;2015. 09. 02. 0:00:00;v8.1;13;-;2017. 06. 02. 0:00:00;ATM;Soft 3.0;192.168.169.248;Windows;770463996
5612;Cegléd;Deák Ferenc utca 20;2023. 09. 05. 0:00:00;v9.3;17;aktív;2024. 12. 05. 0:00:00;ATM;Soft 1.7;192.168.16.115;Windows;825191805
5613;Hajdúszoboszló;Jázmin utca 77;2023. 03. 07. 0:00:00;v9.8;15;raktárban;2023. 05. 07. 0:00:00;ATM;Soft 2.7;192.168.92.71;Windows;225565505
5614;Nyírbátor;Tavasz utca 15;2017. 09. 15. 0:00:00;v1.9;14;-;2019. 01. 15. 0:00:00;ATM;Soft 3.7;192.168.171.136;Windows;957834058
5615;Tata;Szabadság utca 1;2022. 08. 08. 0:00:00;v1.4;17;raktárban;2022. 09. 08. 0:00:00;ATM;Soft 2.5;192.168.33.209;Windows;164265372
5616;Füzesabony;Hársfa utca 66;2024. 08. 24. 0:00:00;v6.8;17;-;2026. 04. 24. 0:00:00;ATM;Soft 2.2;192.168.119.205;Windows;749246702
5617;Tatabánya;Bartók Béla utca 12;2017. 08. 06. 0:00:00;v8.1;14;-;2019. 07. 06. 0:00:00;ATM;Soft 1.2;192.168.19.122;Windows;746626347
5618;Nagymaros;Közép utca 11;2020. 06. 03. 0:00:00;v8.0;16;raktárban;2022. 04. 03. 0:00:00;ATM;Soft 1.7;192.168.8.158;Windows;206833748
5619;Gyömrő;Virág utca 10;2018. 01. 15. 0:00:00;v1.5;20;raktárban;2018. 08. 15. 0:00:00;ATM;Soft 2.4;192.168.235.7;Windows;826070252
5620;Szeged;Fő utca 10;2022. 05. 27. 0:00:00;v3.5;16;-;2024. 03. 27. 0:00:00;ATM;Soft 4.9;192.168.190.238;Windows;457754191
5621;Kiskunhalas;Béke utca 76;2024. 08. 22. 0:00:00;v4.0;17;-;2025. 12. 22. 0:00:00;ATM;Soft 2.3;192.168.225.191;Windows;287917381
5622;Dabas;Fő utca 43;2020. 04. 09. 0:00:00;v2.1;16;raktárban;2020. 05. 09. 0:00:00;ATM;Soft 4.9;192.168.220.97;Windows;505759626
5623;Dunakeszi;Arany János utca 20;2023. 10. 06. 0:00:00;v9.3;15;aktív;2024. 12. 06. 0:00:00;ATM;Soft 1.6;192.168.134.94;Windows;186734764
5624;Gyömrő;Táncsics Mihály utca 14;2022. 06. 05. 0:00:00;v2.2;12;aktív;2022. 09. 05. 0:00:00;ATM;Soft 1.9;192.168.125.103;Windows;769017503
5625;Tiszaújváros;Tavasz utca 39;2019. 06. 27. 0:00:00;v4.9;17;raktárban;2021. 04. 27. 0:00:00;ATM;Soft 3.5;192.168.119.96;Windows;439993996
5626;Komló;Deák Ferenc utca 60;2019. 04. 25. 0:00:00;v8.9;13;-;2019. 07. 25. 0:00:00;ATM;Soft 2.1;192.168.224.60;Windows;814351157
5627;Nagykőrös;Deák Ferenc utca 34;2018. 12. 11. 0:00:00;v2.7;16;-;2019. 06. 11. 0:00:00;ATM;Soft 4.9;192.168.57.162;Windows;303871643
5628;Tapolca;Madách utca 18;2017. 01. 29. 0:00:00;v8.6;15;aktív;2018. 07. 29. 0:00:00;ATM;Soft 3.6;192.168.130.156;Windows;205505159
5629;Kalocsa;Szabadság utca 64;2016. 12. 30. 0:00:00;v3.5;13;aktív;2018. 02. 28. 0:00:00;ATM;Soft 2.2;192.168.149.57;Windows;466062220
5630;Mohács;Munkás utca 13;2022. 03. 02. 0:00:00;v4.3;19;raktárban;2023. 07. 02. 0:00:00;ATM;Soft 2.3;192.168.236.35;Windows;349832320
5631;Dunaújváros;Tavaszmező utca 3;2024. 06. 21. 0:00:00;v7.8;19;aktív;2024. 07. 21. 0:00:00;ATM;Soft 1.2;192.168.154.151;Windows;729148331
5632;Szekszárd;Tavasz utca 62;2018. 08. 26. 0:00:00;v5.5;20;-;2019. 07. 26. 0:00:00;ATM;Soft 4.4;192.168.163.244;Windows;316802767
5633;Eger;Alkotmány utca 47;2018. 01. 18. 0:00:00;v8.7;12;-;2019. 12. 18. 0:00:00;ATM;Soft 2.3;192.168.149.73;Windows;538997376
5634;Mohács;Rózsa utca 40;2021. 03. 22. 0:00:00;v6.5;13;aktív;2022. 08. 22. 0:00:00;ATM;Soft 3.3;192.168.8.231;Windows;869829004
5635;Hajdúböszörmény;Bartók Béla utca 82;2017. 12. 01. 0:00:00;v4.3;12;-;2018. 12. 01. 0:00:00;ATM;Soft 3.9;192.168.137.207;Windows;467798098
5636;Nagymaros;Hársfa utca 70;2019. 02. 04. 0:00:00;v1.0;12;aktív;2019. 04. 04. 0:00:00;ATM;Soft 4.5;192.168.12.70;Windows;867659456
5637;Tatabánya;Alkotmány utca 54;2019. 08. 08. 0:00:00;v4.4;15;-;2021. 07. 08. 0:00:00;ATM;Soft 2.9;192.168.43.0;Windows;107050757
5638;Dunaújváros;Bem utca 99;2015. 08. 08. 0:00:00;v5.8;19;raktárban;2016. 02. 08. 0:00:00;ATM;Soft 3.6;192.168.254.62;Windows;407875313
5639;Budapest;Rét utca 80;2019. 12. 10. 0:00:00;v6.7;12;raktárban;2020. 12. 10. 0:00:00;ATM;Soft 2.1;192.168.244.58;Windows;609810495
5640;Szolnok;Tavasz utca 43;2019. 12. 01. 0:00:00;v6.5;15;-;2020. 01. 01. 0:00:00;ATM;Soft 4.8;192.168.16.197;Windows;193713473
5641;Érd;Kert utca 62;2019. 08. 26. 0:00:00;v2.5;14;raktárban;2019. 10. 26. 0:00:00;ATM;Soft 2.5;192.168.47.225;Windows;378943947
5642;Makó;Erkel Ferenc utca 50;2024. 02. 27. 0:00:00;v1.0;19;-;2025. 11. 27. 0:00:00;ATM;Soft 4.4;192.168.206.35;Windows;989084024
5643;Dunakeszi;Rét utca 31;2016. 08. 28. 0:00:00;v1.7;18;aktív;2017. 08. 28. 0:00:00;ATM;Soft 3.5;192.168.226.203;Windows;982990199
5644;Ózd;Petőfi utca 49;2021. 08. 25. 0:00:00;v8.2;17;aktív;2022. 04. 25. 0:00:00;ATM;Soft 1.4;192.168.137.230;Windows;753105169
5645;Szeged;Virág utca 22;2019. 03. 13. 0:00:00;v1.8;15;aktív;2019. 09. 13. 0:00:00;ATM;Soft 1.3;192.168.197.66;Windows;616203605
5646;Kiskunhalas;Bartók Béla utca 81;2022. 10. 31. 0:00:00;v4.6;13;raktárban;2023. 01. 31. 0:00:00;ATM;Soft 3.8;192.168.100.20;Windows;631565009
5647;Karcag;Fő utca 68;2018. 01. 28. 0:00:00;v4.7;14;raktárban;2018. 08. 28. 0:00:00;ATM;Soft 3.7;192.168.70.42;Windows;570891980
5648;Kecskemét;Új utca 76;2018. 01. 27. 0:00:00;v6.7;15;aktív;2018. 07. 27. 0:00:00;ATM;Soft 4.4;192.168.126.88;Windows;117012652
5649;Gárdony;Honvéd utca 62;2018. 11. 13. 0:00:00;v1.8;15;aktív;2019. 10. 13. 0:00:00;ATM;Soft 1.8;192.168.139.199;Windows;998923291
5650;Budapest;Erkel Ferenc utca 29;2022. 04. 12. 0:00:00;v4.5;17;-;2024. 01. 12. 0:00:00;ATM;Soft 3.6;192.168.88.81;Windows;298588425
5651;Kisvárda;Közép utca 34;2022. 08. 17. 0:00:00;v1.1;20;aktív;2023. 05. 17. 0:00:00;ATM;Soft 4.5;192.168.169.80;Windows;720303015
5652;Kiskunhalas;Alkotmány utca 8;2023. 02. 03. 0:00:00;v6.2;16;-;2024. 05. 03. 0:00:00;ATM;Soft 3.4;192.168.246.12;Windows;208362006
5653;Sümeg;Zrínyi utca 13;2018. 09. 29. 0:00:00;v1.2;12;aktív;2020. 06. 29. 0:00:00;ATM;Soft 1.6;192.168.28.120;Windows;791193994
5654;Balassagyarmat;Alkotmány utca 62;2016. 08. 17. 0:00:00;v5.6;15;-;2017. 12. 17. 0:00:00;ATM;Soft 1.8;192.168.210.183;Windows;129216240
5655;Eger;Hegyalja utca 61;2024. 06. 21. 0:00:00;v3.3;18;-;2026. 04. 21. 0:00:00;ATM;Soft 1.2;192.168.63.117;Windows;486657685
5656;Jászberény;Szabadság utca 80;2017. 11. 04. 0:00:00;v2.9;15;-;2019. 08. 04. 0:00:00;ATM;Soft 4.7;192.168.253.139;Windows;950230353
5657;Hajdúböszörmény;Akácfa utca 46;2023. 06. 19. 0:00:00;v9.3;17;-;2023. 08. 19. 0:00:00;ATM;Soft 1.2;192.168.70.48;Windows;503848292
5658;Siklós;Honvéd utca 84;2016. 04. 30. 0:00:00;v6.3;18;-;2016. 06. 30. 0:00:00;ATM;Soft 1.1;192.168.220.205;Windows;715951385
5659;Kaba;Deák Ferenc utca 16;2017. 09. 30. 0:00:00;v1.6;15;raktárban;2018. 04. 30. 0:00:00;ATM;Soft 1.1;192.168.120.93;Windows;419476616
5660;Kunszentmiklós;Hegyalja utca 38;2017. 05. 01. 0:00:00;v9.5;12;aktív;2018. 09. 01. 0:00:00;ATM;Soft 1.6;192.168.9.183;Windows;251084831
5661;Püspökladány;Rét utca 89;2015. 11. 30. 0:00:00;v4.5;12;raktárban;2016. 04. 30. 0:00:00;ATM;Soft 2.3;192.168.228.221;Windows;307376388
5662;Nagykőrös;Madách utca 16;2021. 09. 25. 0:00:00;v6.3;18;-;2022. 02. 25. 0:00:00;ATM;Soft 2.9;192.168.171.1;Windows;315645963
5663;Hajdúböszörmény;Zrínyi utca 1;2021. 02. 24. 0:00:00;v7.1;17;-;2022. 11. 24. 0:00:00;ATM;Soft 1.5;192.168.102.243;Windows;709198198
5664;Pilisvörösvár;Árpád utca 14;2019. 11. 19. 0:00:00;v5.4;15;-;2021. 04. 19. 0:00:00;ATM;Soft 4.3;192.168.134.139;Windows;983905461
5665;Bonyhád;Templom utca 96;2016. 10. 29. 0:00:00;v9.2;12;aktív;2017. 03. 29. 0:00:00;ATM;Soft 2.3;192.168.54.209;Windows;597804218
5666;Zirc;Árpád utca 34;2021. 05. 15. 0:00:00;v2.7;18;-;2023. 03. 15. 0:00:00;ATM;Soft 3.4;192.168.15.238;Windows;473287218
5667;Érd;Akácfa utca 52;2019. 07. 05. 0:00:00;v4.4;12;aktív;2021. 01. 05. 0:00:00;ATM;Soft 2.6;192.168.237.209;Windows;689237607
5668;Sopron;Szőlő utca 49;2020. 12. 10. 0:00:00;v9.9;18;-;2022. 10. 10. 0:00:00;ATM;Soft 3.0;192.168.97.57;Windows;232240831
5669;Balatonalmádi;Alkotmány utca 3;2016. 08. 01. 0:00:00;v5.9;14;aktív;2017. 08. 01. 0:00:00;ATM;Soft 1.4;192.168.171.206;Windows;983907143
5670;Siklós;Csokonai utca 78;2018. 02. 23. 0:00:00;v7.4;19;-;2019. 03. 23. 0:00:00;ATM;Soft 3.8;192.168.120.229;Windows;564769561
5671;Eger;Temető utca 47;2019. 08. 19. 0:00:00;v6.1;14;aktív;2020. 02. 19. 0:00:00;ATM;Soft 3.2;192.168.189.75;Windows;229515307
5672;Szeged;Orgona utca 14;2016. 04. 24. 0:00:00;v4.8;19;aktív;2018. 03. 24. 0:00:00;ATM;Soft 1.9;192.168.39.99;Windows;448814795
5673;Lőrinci;Táncsics Mihály utca 62;2016. 10. 30. 0:00:00;v9.5;14;-;2018. 09. 30. 0:00:00;ATM;Soft 4.0;192.168.10.145;Windows;902849580
5674;Dabas;Orgona utca 75;2015. 04. 15. 0:00:00;v5.0;12;-;2016. 05. 15. 0:00:00;ATM;Soft 2.2;192.168.99.114;Windows;519138173
5675;Nagykőrös;Dózsa György utca 55;2024. 03. 20. 0:00:00;v3.3;12;-;2024. 08. 20. 0:00:00;ATM;Soft 1.8;192.168.155.133;Windows;398880289
5676;Érd;Kossuth utca 19;2017. 06. 10. 0:00:00;v6.1;17;aktív;2018. 06. 10. 0:00:00;ATM;Soft 2.2;192.168.54.41;Windows;523195569
5677;Szolnok;Deák Ferenc utca 85;2020. 08. 24. 0:00:00;v2.2;18;-;2021. 07. 24. 0:00:00;ATM;Soft 4.1;192.168.105.213;Windows;718531630
5678;Kőszeg;Iskola utca 71;2018. 07. 03. 0:00:00;v7.1;16;-;2018. 11. 03. 0:00:00;ATM;Soft 4.9;192.168.90.36;Windows;732136214
5679;Sárvár;Munkás utca 95;2018. 08. 31. 0:00:00;v8.3;18;-;2020. 04. 30. 0:00:00;ATM;Soft 1.7;192.168.83.153;Windows;740991018
5680;Jászberény;Hegyalja utca 86;2017. 10. 13. 0:00:00;v8.7;15;aktív;2019. 07. 13. 0:00:00;ATM;Soft 2.0;192.168.204.237;Windows;549603064
5681;Nyíregyháza;Vasút utca 34;2017. 05. 18. 0:00:00;v4.4;15;-;2018. 03. 18. 0:00:00;ATM;Soft 4.8;192.168.133.134;Windows;370872686
5682;Kecskemét;Széchenyi utca 84;2020. 01. 06. 0:00:00;v7.3;18;-;2020. 02. 06. 0:00:00;ATM;Soft 4.7;192.168.70.148;Windows;224988002
5683;Kalocsa;Csokonai utca 82;2023. 12. 10. 0:00:00;v8.1;16;-;2024. 09. 10. 0:00:00;ATM;Soft 2.1;192.168.130.248;Windows;418228220
5684;Gyömrő;Jókai utca 29;2019. 05. 08. 0:00:00;v9.3;18;raktárban;2020. 06. 08. 0:00:00;ATM;Soft 3.3;192.168.8.221;Windows;377541004
5685;Ózd;Jókai utca 48;2017. 11. 28. 0:00:00;v9.0;17;-;2018. 05. 28. 0:00:00;ATM;Soft 4.7;192.168.153.6;Windows;142790979
5686;Balassagyarmat;Rákóczi utca 93;2022. 11. 20. 0:00:00;v9.3;16;raktárban;2023. 09. 20. 0:00:00;ATM;Soft 3.5;192.168.187.82;Windows;818122394
5687;Ráckeve;Rét utca 58;2023. 09. 17. 0:00:00;v4.7;12;-;2024. 09. 17. 0:00:00;ATM;Soft 3.2;192.168.226.249;Windows;271951151
5688;Dunakeszi;Árpád utca 13;2024. 01. 01. 0:00:00;v5.6;15;aktív;2025. 10. 01. 0:00:00;ATM;Soft 4.6;192.168.160.228;Windows;478297178
5689;Balatonfüred;Vörösmarty utca 89;2023. 05. 06. 0:00:00;v6.7;20;aktív;2023. 09. 06. 0:00:00;ATM;Soft 1.8;192.168.165.6;Windows;402264353
5690;Körmend;Erkel Ferenc utca 55;2021. 02. 21. 0:00:00;v8.0;19;aktív;2022. 08. 21. 0:00:00;ATM;Soft 4.2;192.168.73.164;Windows;220259224
5691;Pécs;Rákóczi tér 91;2024. 07. 09. 0:00:00;v2.9;20;aktív;2026. 05. 09. 0:00:00;ATM;Soft 1.7;192.168.154.228;Windows;735367113
5692;Eger;Petőfi utca 6;2018. 04. 19. 0:00:00;v5.4;20;aktív;2018. 07. 19. 0:00:00;ATM;Soft 4.4;192.168.84.87;Windows;891299954
5693;Sárbogárd;Rákóczi utca 67;2023. 01. 24. 0:00:00;v1.6;13;-;2023. 12. 24. 0:00:00;ATM;Soft 3.0;192.168.54.37;Windows;723135996
5694;Lenti;Kossuth utca 39;2021. 12. 22. 0:00:00;v3.9;18;raktárban;2022. 03. 22. 0:00:00;ATM;Soft 4.8;192.168.175.138;Windows;787213911
5695;Körmend;Honvéd utca 1;2016. 08. 17. 0:00:00;v5.5;17;aktív;2017. 03. 17. 0:00:00;ATM;Soft 2.9;192.168.70.69;Windows;666210735
5696;Jászapáti;Gyöngyvirág utca 27;2019. 03. 21. 0:00:00;v9.8;13;-;2020. 09. 21. 0:00:00;ATM;Soft 4.8;192.168.188.43;Windows;254381140
5697;Jászberény;Nyár utca 78;2021. 07. 17. 0:00:00;v3.9;14;aktív;2022. 03. 17. 0:00:00;ATM;Soft 4.4;192.168.110.137;Windows;633081164
5698;Tapolca;Fő utca 43;2018. 02. 07. 0:00:00;v1.1;15;raktárban;2019. 05. 07. 0:00:00;ATM;Soft 4.0;192.168.211.123;Windows;897507954
5699;Nyírbátor;Béke utca 98;2015. 02. 25. 0:00:00;v8.2;20;aktív;2015. 09. 25. 0:00:00;ATM;Soft 1.0;192.168.122.181;Windows;723723390
5700;Sárvár;Erkel Ferenc utca 30;2016. 12. 19. 0:00:00;v3.8;20;aktív;2017. 08. 19. 0:00:00;ATM;Soft 1.6;192.168.90.121;Windows;789113241
5701;Tapolca;Csokonai utca 54;2019. 05. 07. 0:00:00;v6.9;13;aktív;2020. 02. 07. 0:00:00;ATM;Soft 1.9;192.168.87.200;Windows;614203518
5702;Békéscsaba;Jázmin utca 29;2019. 03. 20. 0:00:00;v5.9;17;-;2020. 01. 20. 0:00:00;ATM;Soft 4.4;192.168.84.190;Windows;841047703
5703;Jászapáti;Mátyás király utca 54;2021. 02. 11. 0:00:00;v7.6;16;-;2021. 05. 11. 0:00:00;ATM;Soft 3.2;192.168.195.193;Windows;511856629
5704;Komló;Hársfa utca 34;2016. 05. 22. 0:00:00;v1.9;15;aktív;2017. 09. 22. 0:00:00;ATM;Soft 3.3;192.168.14.201;Windows;250161827
5705;Ózd;Szőlő utca 36;2022. 11. 16. 0:00:00;v3.2;18;aktív;2024. 04. 16. 0:00:00;ATM;Soft 4.5;192.168.208.133;Windows;315781947
